"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000199, 1, 0.000199, cr='1.0', mr='1.0', ps=''50''
-1.000000, 200.000000, 0.046873, 1, 1.046873, cr='1.0', mr='1.0', ps=''50''
-4.000000, 330.000000, 0.507058, 2, 4.507058, cr='0.09420335770844979', mr='0.5432986440235889', ps=''43''
-11.000000, 252.000000, 1.763737, 3, 12.763737, cr='0.7726416796299164', mr='0.18776327491433054', ps=''17''
-38.000000, 538.800000, 3.938774, 4, 41.938774, cr='0.9958079003638635', mr='0.11293465015803206', ps=''6''
-87.000000, 156.400000, 9.581203, 5, 96.581203, cr='0.9970020519881362', mr='0.19834860473719912', ps=''2''
-122.000000, 88.363636, 13.359394, 6, 135.359394, cr='0.642206514262627', mr='0.8926147053446641', ps=''2''
