"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000168, 1, 0.000168, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-1.000000, 0.378230, 14.793094, 1, 15.793094, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-4.000000, 0.066446, 25.818868, 2, 29.818868, algorithm=''eas'', alpha=''4.2'', ants='62', beta=''3.5'', localsearch='1', rho=''0.9'', dlb=''0'', elitistants='218', nnls='24'
-8.000000, 0.374380, 61.844390, 3, 69.844390, algorithm=''eas'', alpha=''7.0'', ants='76', beta=''2.0'', localsearch='2', rho=''0.6'', dlb=''0'', elitistants='367', nnls='38'
-9.000000, 0.141189, 73.932835, 4, 82.932835, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-17.000000, 0.454696, 240.526776, 5, 257.526776, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.4'', localsearch='2', rho=''0.4'', dlb=''1'', elitistants='303', nnls='25'
-32.000000, 0.357777, 367.532550, 6, 399.532550, algorithm=''eas'', alpha=''8.3'', ants='31', beta=''6.0'', localsearch='3', rho=''0.4'', dlb=''1'', elitistants='287', nnls='48'
-46.000000, 0.360320, 632.879164, 7, 678.879164, algorithm=''eas'', alpha=''7.0'', ants='53', beta=''7.5'', localsearch='1', rho=''0.3'', dlb=''0'', elitistants='399', nnls='42'
-62.000000, 0.297356, 755.364110, 8, 817.364110, algorithm=''eas'', alpha=''1.7'', ants='71', beta=''3.7'', localsearch='3', rho=''0.7'', dlb=''1'', elitistants='211', nnls='28'
-446.000000, 0.216739, 5394.480409, 9, 5840.480409, algorithm=''eas'', alpha=''1.5'', ants='61', beta=''4.0'', localsearch='1', rho=''0.3'', dlb=''1'', elitistants='580', nnls='42'
-779.000000, 0.195715, 10370.201831, 10, 11149.201831, algorithm=''eas'', alpha=''1.3'', ants='71', beta=''1.4'', localsearch='1', rho=''0.5'', dlb=''0'', elitistants='211', nnls='24'
