"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000265, 1, 0.000265, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-1.000000, 0.378230, 23.887861, 1, 24.887861, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-4.000000, 0.081780, 39.894680, 2, 43.894680, algorithm=''eas'', alpha=''4.2'', ants='62', beta=''3.5'', localsearch='1', rho=''0.9'', dlb=''0'', elitistants='218', nnls='24'
-8.000000, 0.374380, 85.980827, 3, 93.980827, algorithm=''eas'', alpha=''7.0'', ants='76', beta=''2.0'', localsearch='2', rho=''0.6'', dlb=''0'', elitistants='367', nnls='38'
-9.000000, 0.141189, 105.930838, 4, 114.930838, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.0'', localsearch='2', rho=''0.1'', dlb=''0'', elitistants='375', nnls='25'
-17.000000, 0.456741, 392.994787, 5, 409.994787, algorithm=''eas'', alpha=''1.0'', ants='50', beta=''2.4'', localsearch='2', rho=''0.4'', dlb=''1'', elitistants='303', nnls='25'
-41.000000, 0.317142, 682.381145, 6, 723.381145, algorithm=''eas'', alpha=''2.9'', ants='91', beta=''4.4'', localsearch='2', rho=''0.9'', dlb=''1'', elitistants='26', nnls='34'
-136.000000, 0.136029, 1859.753112, 7, 1995.753112, algorithm=''eas'', alpha=''2.9'', ants='92', beta=''6.0'', localsearch='3', rho=''0.3'', dlb=''1'', elitistants='297', nnls='34'
-187.000000, 0.133763, 2746.068380, 8, 2933.068380, algorithm=''eas'', alpha=''2.9'', ants='99', beta=''6.3'', localsearch='3', rho=''0.9'', dlb=''0'', elitistants='110', nnls='27'
-242.000000, 0.119629, 3622.964404, 9, 3864.964404, algorithm=''eas'', alpha=''2.0'', ants='85', beta=''4.5'', localsearch='1', rho=''0.2'', dlb=''0'', elitistants='394', nnls='24'
-1146.000000, 0.198731, 25759.964362, 10, 26905.964362, algorithm=''eas'', alpha=''1.8'', ants='95', beta=''2.3'', localsearch='1', rho=''0.5'', dlb=''0'', elitistants='391', nnls='43'
-1721.000000, 0.199572, 40392.953969, 11, 42113.953969, algorithm=''eas'', alpha=''2.3'', ants='95', beta=''7.1'', localsearch='3', rho=''0.3'', dlb=''1'', elitistants='521', nnls='23'
